,Unnamed: 0,gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,distance,tuition,education,income,region,filled_wage
490,491,female,other,48.02000046,no,no,yes,no,4.8000001910000005,1.5,1.127020001,15,low,other,10.03999996
491,492,female,other,55.22999954,no,no,yes,no,4.8000001910000005,1.5,1.127020001,16,high,other,10.03999996
492,493,female,other,45.04000092,no,no,yes,no,6.1999998089999995,0.5,1.127020001,14,high,other,10.03999996
493,494,male,other,61.72999954,no,no,yes,no,6.1999998089999995,0.5,1.127020001,15,low,other,10.03999996
494,495,male,hispanic,50.41999817,no,no,yes,no,6.1999998089999995,0.5,1.127020001,15,low,other,10.03999996
495,496,female,other,59.06999969,no,no,yes,no,6.1999998089999995,0.5,1.127020001,16,low,other,10.03999996
496,497,male,afam,47.45999908,no,no,no,no,6.1999998089999995,0.5,1.127020001,13,high,other,10.03999996
497,498,female,afam,56.34000015,yes,no,no,no,6.1999998089999995,0.5,1.127020001,13,high,other,10.03999996
498,499,female,other,50.97999954,no,no,yes,no,6.1999998089999995,0.5,1.127020001,16,low,other,10.03999996
499,500,female,afam,40.16999817,no,no,yes,no,6.1999998089999995,0.5,1.127020001,12,low,other,10.03999996
500,501,female,other,46.24000168,no,no,yes,no,6.1999998089999995,0.5,1.127020001,12,high,other,10.03999996
501,502,male,other,47.06999969,yes,no,yes,no,7.400000095,1.0,1.127020001,12,high,other,10.03999996
502,503,female,other,58.90999985,no,yes,no,no,7.400000095,1.0,1.127020001,17,low,other,10.03999996
503,504,male,other,58.58000183,no,no,yes,no,7.400000095,1.0,1.127020001,14,high,other,10.03999996
504,505,female,other,41.75,no,no,no,no,6.6999998089999995,1.5,1.127020001,12,low,other,10.03999996
505,506,female,other,44.04999924,yes,no,yes,no,6.6999998089999995,1.5,1.127020001,13,high,other,10.03999996
506,507,female,afam,35.81999969,yes,no,no,no,6.6999998089999995,1.5,1.127020001,16,high,other,10.03999996
507,508,female,other,46.79999924,no,no,no,no,6.1999998089999995,0.10000000099999999,1.127020001,15,high,other,10.03999996
508,509,female,other,48.22000122,no,no,yes,no,6.1999998089999995,0.10000000099999999,1.127020001,12,low,other,10.03999996
509,510,female,other,54.15999985,no,no,yes,no,6.1999998089999995,0.10000000099999999,1.127020001,16,high,other,10.03999996
510,511,male,afam,41.65999985,no,no,yes,no,6.1999998089999995,0.10000000099999999,1.127020001,12,low,other,10.03999996
511,512,female,other,56.97999954,no,no,yes,no,6.1999998089999995,0.10000000099999999,1.127020001,12,high,other,10.03999996
512,513,male,afam,42.33000183,no,no,yes,no,6.1999998089999995,0.10000000099999999,1.127020001,12,high,other,10.03999996
513,514,male,other,55.22000122,no,no,no,no,6.1999998089999995,0.10000000099999999,1.127020001,16,low,other,10.03999996
514,515,male,other,67.31999969,yes,yes,yes,no,6.1999998089999995,0.10000000099999999,1.127020001,16,low,other,10.03999996
515,516,male,other,49.79999924,no,no,no,no,6.1999998089999995,0.10000000099999999,1.127020001,14,high,other,10.03999996
516,517,female,afam,37.25,no,no,no,yes,8.399999618999999,0.0,1.127020001,13,high,other,10.03999996
517,518,female,afam,48.56000137,no,no,no,yes,8.399999618999999,0.0,1.127020001,12,low,other,10.03999996
518,519,female,other,58.13000107,no,no,no,no,5.900000095,2.0,1.127020001,16,low,other,10.03999996
519,520,female,afam,36.45999908,no,no,yes,no,5.900000095,2.0,1.127020001,12,low,other,10.03999996
520,521,male,other,38.86999893,no,no,no,no,5.900000095,2.0,1.127020001,12,high,other,10.03999996
521,522,female,afam,43.86000061,no,no,no,no,5.900000095,2.0,1.127020001,12,low,other,10.03999995999999
522,523,male,afam,39.36000061,no,no,yes,yes,6.599999905,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
523,524,male,afam,38.56999969,no,no,yes,yes,6.599999905,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
524,525,male,afam,48.72999954,no,no,yes,yes,6.599999905,0.10000000099999999,1.4041600230000002,13,low,other,9.960000037999999
525,526,female,other,50.88770227922496,yes,yes,yes,no,5.599999905,0.600000024,1.4041600230000002,17,low,other,9.960000037999999
526,527,male,other,54.65999985,yes,yes,yes,no,5.599999905,0.600000024,1.4041600230000002,12,low,other,9.960000037999999
527,528,female,other,63.63000107,yes,no,yes,no,5.599999905,0.600000024,1.4041600230000002,12,high,other,9.960000037999999
528,529,male,other,34.93000031,yes,no,yes,no,5.599999905,0.600000024,1.4041600230000002,12,low,other,9.960000037999999
529,530,male,other,59.0,no,no,yes,no,5.900000095,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
530,531,female,other,61.40000153,yes,no,yes,no,5.900000095,0.300000012,1.4041600230000002,16,low,other,9.960000037999999
531,532,female,other,51.25,yes,no,yes,no,5.900000095,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
532,533,male,other,45.27000046,no,no,yes,yes,9.899999618999999,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
533,534,female,other,53.27999878,no,no,yes,yes,9.899999618999999,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
534,535,male,other,39.93000031,no,no,yes,yes,9.899999618999999,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
535,536,female,other,46.22999954,yes,yes,yes,no,5.1999998089999995,2.0,1.4041600230000002,16,high,other,9.960000037999999
536,537,female,other,63.38999939,yes,no,yes,no,5.1999998089999995,2.0,1.4041600230000002,16,high,other,9.960000037999999
537,538,female,other,48.36000061,no,no,yes,no,5.1999998089999995,2.0,1.4041600230000002,14,low,other,9.960000037999999
538,539,female,other,62.50999832,yes,yes,yes,no,5.1999998089999995,2.0,1.4041600230000002,17,high,other,9.960000037999999
539,540,female,other,54.09000015,no,no,yes,no,5.1999998089999995,2.0,1.4041600230000002,12,high,other,9.960000037999999
540,541,female,other,58.49000168,yes,no,yes,no,5.1999998089999995,2.0,1.4041600230000002,13,high,other,9.960000037999999
541,542,female,other,62.43999863,yes,yes,yes,no,5.1999998089999995,2.0,1.4041600230000002,16,low,other,9.960000037999999
542,543,male,other,62.0,yes,no,no,no,5.1999998089999995,2.0,1.4041600230000002,17,low,other,9.960000037999999
543,544,male,other,47.50999832,no,no,yes,no,5.1999998089999995,2.0,1.4041600230000002,12,low,other,9.960000038000047
544,545,male,other,52.31999969,no,no,yes,no,5.1999998089999995,2.0,1.4041600230000002,13,high,other,9.960000037999999
545,546,female,other,43.09999847,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,14,high,other,9.960000037999999
546,547,female,other,62.56999969,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,15,low,other,9.960000037999999
547,548,female,other,63.16999817,no,no,no,yes,12.10000038,0.5,1.4041600230000002,16,low,other,9.960000037999999
548,549,male,other,66.30999756,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,12,low,other,9.960000037999999
549,550,female,other,50.83000183,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,12,low,other,9.960000037999999
550,551,female,other,55.13999939,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,16,high,other,9.960000037999999
551,552,female,afam,35.70000076,no,no,no,yes,12.10000038,0.5,1.4041600230000002,12,low,other,9.960000037999999
552,553,male,other,54.34000015,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,14,high,other,9.960000037999999
553,554,female,other,53.22999954,yes,yes,yes,yes,12.10000038,0.5,1.4041600230000002,18,high,other,9.960000037999999
554,555,female,other,42.97999954,no,no,yes,yes,12.10000038,0.5,1.4041600230000002,13,high,other,9.960000037999999
555,556,female,other,61.86000061,no,no,yes,no,6.599999905,0.800000012,1.4041600230000002,16,low,other,9.960000037999999
556,557,male,other,59.29000092,no,no,yes,no,6.599999905,0.800000012,1.4041600230000002,12,low,other,9.960000037999999
557,558,male,other,54.84999847,yes,no,yes,no,6.599999905,0.800000012,1.4041600230000002,13,high,other,9.960000037999999
558,559,male,other,44.02999878,yes,yes,yes,no,6.599999905,0.800000012,1.4041600230000002,12,high,other,9.960000037999999
559,560,female,afam,42.31999969,no,no,no,no,6.599999905,0.800000012,1.4041600230000002,12,low,other,9.960000037999999
560,561,female,other,37.0,no,no,no,no,6.599999905,0.800000012,1.4041600230000002,12,low,other,9.960000037999999
561,562,male,other,48.0,yes,no,yes,no,11.0,0.699999988,1.4041600230000002,17,low,other,9.960000037999999
562,563,male,hispanic,44.95999908,no,no,yes,no,11.0,0.699999988,1.4041600230000002,12,low,other,9.960000037999999
563,564,male,other,55.74000168,no,no,yes,no,11.0,0.699999988,1.4041600230000002,17,high,other,9.960000037999999
564,565,male,other,43.65999985,no,no,yes,no,11.0,0.699999988,1.4041600230000002,14,low,other,9.960000037999999
565,566,male,other,38.84999847,yes,no,yes,no,11.0,0.699999988,1.4041600230000002,13,low,other,9.960000037999999
566,567,male,afam,65.51000214,yes,no,yes,no,11.0,0.699999988,1.4041600230000002,16,low,other,9.960000037999999
567,568,male,other,54.95999908,yes,no,yes,no,6.900000095,2.200000048,1.4041600230000002,17,high,other,9.960000037999999
568,569,female,other,62.31000137,yes,no,yes,no,6.900000095,2.200000048,1.4041600230000002,16,low,other,9.960000037999999
569,570,female,hispanic,47.47000122,yes,no,yes,no,6.900000095,2.200000048,1.4041600230000002,12,high,other,9.960000037999999
570,571,female,other,35.56000137,no,no,no,no,6.900000095,2.200000048,1.4041600230000002,12,low,other,9.960000037999999
571,572,male,other,64.93000031,yes,yes,yes,no,6.900000095,2.200000048,1.4041600230000002,17,high,other,9.960000037999999
572,573,female,other,69.31999969,no,no,yes,no,6.900000095,2.200000048,1.4041600230000002,16,low,other,9.960000037999999
573,574,male,other,50.88999939,no,no,yes,no,6.900000095,2.200000048,1.4041600230000002,12,high,other,9.960000037999999
574,575,female,other,57.15999985,no,no,yes,no,6.900000095,2.200000048,1.4041600230000002,14,low,other,9.960000037999999
575,576,male,other,55.04000092,no,no,yes,no,9.0,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
576,577,female,other,61.29000092,no,no,yes,no,9.0,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
577,578,female,other,65.01999664,no,no,yes,no,9.0,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
578,579,male,other,49.02999878,no,no,yes,no,9.0,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
579,580,male,other,52.79000092,no,no,yes,no,9.0,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
580,581,male,afam,41.72000122,no,no,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,14,low,other,9.960000037999999
581,582,male,other,56.58000183,no,no,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,12,high,other,9.960000037999999
582,583,male,afam,58.65000153,no,no,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,13,low,other,9.960000037999999
583,584,male,afam,38.11999893,no,no,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
584,585,male,afam,46.41999817,no,no,no,yes,7.6999998089999995,0.200000003,1.4041600230000002,14,low,other,9.960000037999999
585,586,male,afam,50.81000137,no,yes,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,14,high,other,9.960000037999999
586,587,female,other,49.18999863,no,no,no,yes,7.6999998089999995,0.200000003,1.4041600230000002,15,low,other,9.960000037999999
587,588,female,afam,38.56999969,no,no,no,yes,7.6999998089999995,0.200000003,1.4041600230000002,12,high,other,9.960000037999999
588,589,female,other,57.43000031,no,no,yes,no,11.89999962,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
589,590,male,other,61.29000092,yes,yes,yes,no,11.89999962,0.300000012,1.4041600230000002,15,high,other,9.960000037999999
590,591,male,other,65.79000092,no,no,no,no,11.89999962,0.300000012,1.4041600230000002,14,low,other,9.960000037999999
591,592,female,afam,59.47000122,no,no,yes,no,11.89999962,0.300000012,1.4041600230000002,15,low,other,9.960000037999999
592,593,male,other,42.63999939,no,no,yes,no,11.89999962,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
593,594,male,other,41.47999954,no,no,yes,no,8.199999809,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
594,595,male,afam,40.97999954,no,no,yes,no,8.199999809,1.200000048,1.4041600230000002,12,high,other,9.960000037999999
595,596,female,other,36.93999863,no,no,yes,no,8.199999809,1.200000048,1.4041600230000002,12,high,other,9.960000037999999
596,597,male,other,57.79999924,no,no,yes,no,8.199999809,1.200000048,1.4041600230000002,12,low,other,9.960000037999999
597,598,female,other,56.18999863,no,no,yes,no,8.199999809,1.200000048,1.4041600230000002,14,low,other,9.960000037999999
598,599,male,other,60.50999832,no,no,yes,no,8.199999809,1.200000048,1.4041600230000002,15,low,other,9.960000037999999
599,600,female,hispanic,34.15999985,no,no,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
600,601,female,hispanic,43.36999893,no,no,yes,yes,7.6999998089999995,0.200000003,1.4041600230000002,13,low,other,9.960000037999999
601,602,male,other,40.15000153,no,no,yes,no,6.599999905,1.5,1.4041600230000002,12,high,other,9.960000037999999
602,603,male,other,35.72999954,yes,yes,yes,no,6.599999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
603,604,male,other,38.72999954,no,no,yes,no,9.399999618999999,2.0,1.4041600230000002,12,low,other,9.960000037999999
604,605,male,other,47.0,no,no,yes,no,9.399999618999999,2.0,1.4041600230000002,12,low,other,9.960000037999999
605,606,female,other,37.40999985,no,no,yes,no,9.399999618999999,2.0,1.4041600230000002,12,low,other,9.960000037999999
606,607,male,other,64.47000122,no,no,yes,no,9.399999618999999,2.0,1.4041600230000002,13,low,other,9.960000037999999
607,608,male,other,62.25,no,no,yes,no,9.399999618999999,2.0,1.4041600230000002,14,low,other,9.960000037999999
608,609,male,other,48.77000046,no,no,yes,no,9.399999618999999,2.0,1.4041600230000002,12,low,other,9.960000037999999
609,610,female,other,51.90000153,no,no,yes,no,9.5,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
610,611,male,other,64.70999908,yes,yes,yes,no,9.5,0.300000012,1.4041600230000002,15,low,other,9.960000037999999
611,612,female,other,46.45000076,yes,yes,no,no,9.5,0.300000012,1.4041600230000002,14,high,other,9.960000037999999
612,613,male,other,57.18000031,no,no,yes,no,9.5,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
613,614,male,other,43.70999908,no,no,no,no,9.5,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
614,615,male,other,58.24000168,no,no,yes,no,9.5,0.300000012,1.4041600230000002,12,low,other,9.960000037999999
615,616,male,other,45.61999893,no,no,yes,no,9.5,0.300000012,1.4041600230000002,12,high,other,9.960000037999999
616,617,female,other,61.15000153,no,no,yes,no,6.599999905,0.400000006,1.4041600230000002,13,high,other,9.960000037999999
617,618,male,other,46.58000183,no,no,yes,no,6.599999905,0.400000006,1.4041600230000002,12,low,other,9.960000037999999
618,619,female,other,50.41999817,no,no,no,no,6.599999905,0.400000006,1.4041600230000002,12,low,other,9.960000037999999
619,620,female,other,36.09000015,no,no,yes,no,6.599999905,0.400000006,1.4041600230000002,12,low,other,9.960000037999999
620,621,male,other,43.27999878,no,no,yes,no,6.599999905,0.400000006,1.4041600230000002,12,low,other,9.960000037999999
621,622,male,other,35.09999847,no,no,yes,no,7.5,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
622,623,female,other,43.58000183,no,yes,yes,no,7.5,0.200000003,1.4041600230000002,14,low,other,9.960000037999999
623,624,female,other,64.16999817,yes,no,yes,no,7.5,0.200000003,1.4041600230000002,15,high,other,9.960000037999999
624,625,male,afam,41.13999939,no,no,yes,no,7.5,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
625,626,female,other,41.11000061,yes,no,yes,no,7.5,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
626,627,female,other,53.25,no,no,yes,no,7.5,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
627,628,female,other,49.27999878,no,no,yes,no,7.5,0.200000003,1.4041600230000002,13,low,other,9.960000037999999
628,629,male,afam,38.95999908,no,no,no,no,7.5,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
629,630,male,other,62.65999985,no,no,yes,no,7.5,0.200000003,1.4041600230000002,16,low,other,9.960000037999999
630,631,female,other,60.16999817,no,no,yes,no,7.5,0.200000003,1.4041600230000002,15,low,other,9.960000037999999
631,632,male,other,40.97000122,no,no,no,no,7.5,0.200000003,1.4041600230000002,12,low,other,9.960000037999999
632,633,male,other,48.08000183,no,no,yes,no,8.699999809,2.0,1.4041600230000002,12,low,other,9.960000037999999
633,634,female,other,52.61000061,no,no,yes,no,8.699999809,2.0,1.4041600230000002,16,high,other,9.960000037999999
634,635,female,other,56.40000153,no,no,no,no,8.699999809,2.0,1.4041600230000002,12,low,other,9.960000037999999
635,636,female,other,58.02999878,no,no,yes,no,8.699999809,2.0,1.4041600230000002,18,low,other,9.960000037999999
636,637,female,other,51.09999847,yes,no,yes,no,8.699999809,2.0,1.4041600230000002,13,low,other,9.960000037999999
637,638,male,other,65.79000092,no,no,yes,no,8.699999809,2.0,1.4041600230000002,12,low,other,9.960000037999999
638,639,female,other,34.40000153,no,no,yes,no,8.699999809,2.0,1.4041600230000002,13,high,other,9.960000037999999
639,640,male,other,61.22000122,no,no,yes,no,8.699999809,2.0,1.4041600230000002,17,low,other,9.960000037999999
640,641,female,other,54.31000137,no,no,yes,no,8.699999809,2.0,1.4041600230000002,16,low,other,9.960000037999999
641,642,male,other,61.81000137,no,no,yes,no,8.699999809,2.0,1.4041600230000002,16,low,other,9.960000037999999
642,643,male,other,64.87000275,yes,no,yes,no,8.699999809,2.0,1.4041600230000002,17,high,other,9.960000037999999
643,644,female,other,45.84999847,no,no,yes,no,6.599999905,0.5,1.4041600230000002,12,high,other,9.960000037999999
644,645,male,afam,50.34000015,yes,no,yes,no,6.599999905,0.5,1.4041600230000002,16,high,other,9.960000037999999
645,646,male,afam,38.22000122,no,no,yes,no,6.599999905,0.5,1.4041600230000002,13,low,other,9.960000037999999
646,647,female,other,54.93999863,no,no,yes,no,6.599999905,0.5,1.4041600230000002,12,low,other,9.960000037999999
647,648,male,other,42.13000107,no,no,no,no,10.19999981,3.0,1.4041600230000002,12,low,other,9.960000037999999
648,649,male,other,61.68999863,no,no,no,no,10.19999981,3.0,1.4041600230000002,16,low,other,9.960000037999999
649,650,female,other,64.52999878,no,no,yes,no,10.19999981,3.0,1.4041600230000002,12,low,other,9.960000037999999
650,651,male,other,47.31000137,no,no,yes,no,10.19999981,3.0,1.4041600230000002,12,low,other,9.960000037999999
651,652,male,other,40.22999954,no,no,yes,no,10.19999981,3.0,1.4041600230000002,16,low,other,9.960000037999999
652,653,female,other,58.91999817,no,no,yes,no,10.19999981,3.0,1.4041600230000002,12,low,other,9.960000037999999
653,654,female,other,52.93999863,yes,no,yes,no,6.599999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
654,655,male,other,52.59000015,no,no,yes,no,6.599999905,1.5,1.4041600230000002,12,high,other,9.960000037999999
655,656,female,other,48.86000061,no,no,yes,no,6.599999905,1.5,1.4041600230000002,15,high,other,9.960000037999999
656,657,male,other,66.66999817,no,no,yes,no,6.599999905,1.5,1.4041600230000002,14,high,other,9.960000037999999
657,658,female,other,45.97000122,no,no,yes,no,13.39999962,7.5,1.4041600230000002,12,high,other,9.960000037999999
658,659,female,other,59.00999832,no,no,yes,no,13.39999962,7.5,1.4041600230000002,13,low,other,9.960000037999999
659,660,female,other,41.02000046,no,no,yes,no,13.39999962,7.5,1.4041600230000002,12,low,other,9.960000037999999
660,661,male,other,58.77000046,no,no,yes,no,8.899999618999999,4.0,1.4041600230000002,15,low,other,9.960000037999999
661,662,female,other,48.54999924,no,no,yes,no,8.899999618999999,4.0,1.4041600230000002,12,high,other,9.960000037999999
662,663,female,other,40.00999832,no,no,yes,no,8.899999618999999,4.0,1.4041600230000002,12,low,other,9.960000037999999
663,664,female,other,59.15000153,no,no,yes,no,8.899999618999999,4.0,1.4041600230000002,12,low,other,9.960000037999999
664,665,male,other,41.54000092,no,no,yes,no,8.899999618999999,4.0,1.4041600230000002,12,low,other,9.960000037999999
665,666,male,other,54.36999893,no,no,yes,no,8.899999618999999,3.799999952,1.4041600230000002,16,low,other,9.960000037999999
666,667,female,other,60.90000153,no,no,yes,no,8.899999618999999,3.799999952,1.4041600230000002,12,low,other,9.960000037999999
667,668,female,other,35.72999954,no,no,yes,no,8.899999618999999,3.799999952,1.4041600230000002,12,low,other,9.960000037999999
668,669,male,other,43.45000076,yes,yes,yes,no,8.899999618999999,3.799999952,1.4041600230000002,15,high,other,9.960000037999999
669,670,male,other,65.41000366,yes,yes,yes,no,8.899999618999999,3.799999952,1.4041600230000002,16,low,other,9.960000037999999
670,671,male,other,51.56000137,no,no,yes,no,8.899999618999999,3.799999952,1.4041600230000002,15,high,other,9.960000037999999
671,672,male,other,56.24000168,no,no,yes,no,8.899999618999999,3.799999952,1.4041600230000002,15,low,other,9.960000037999999
672,673,female,other,60.61999893,no,yes,yes,no,5.900000095,1.0,1.4041600230000002,13,high,other,9.960000037999999
673,674,female,afam,57.90000153,no,no,yes,no,5.900000095,1.0,1.4041600230000002,12,high,other,9.960000037999999
674,675,male,afam,50.52999878,no,no,yes,no,5.900000095,1.0,1.4041600230000002,13,high,other,9.960000037999999
675,676,female,other,54.63999939,no,no,yes,no,5.900000095,1.0,1.4041600230000002,16,low,other,9.960000037999999
676,677,female,afam,52.79999924,no,no,yes,no,5.900000095,1.0,1.4041600230000002,14,high,other,9.960000037999999
677,678,female,afam,44.74000168,yes,yes,yes,no,5.900000095,1.0,1.4041600230000002,17,high,other,9.960000037999999
678,679,female,other,60.0,no,no,yes,no,5.900000095,1.0,1.4041600230000002,17,low,other,9.960000037999999
679,680,female,other,36.79000092,no,no,yes,no,7.099999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
680,681,male,other,41.59000015,no,no,yes,no,7.099999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
681,682,male,other,46.52999878,no,no,yes,no,7.099999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
682,683,male,other,44.15000153,no,no,yes,no,7.099999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
683,684,female,other,38.79000092,no,no,yes,no,7.099999905,1.5,1.4041600230000002,12,high,other,9.960000037999999
684,685,female,other,58.95000076,no,no,yes,no,7.099999905,1.5,1.4041600230000002,12,low,other,9.960000037999999
685,686,female,other,64.33000183,no,no,yes,no,7.099999905,1.5,1.4041600230000002,15,low,other,9.960000037999999
686,687,female,other,65.33999634,no,no,yes,no,11.89999962,2.5,1.4041600230000002,15,low,other,9.960000037999999
687,688,male,other,48.95999908,yes,yes,yes,no,11.89999962,2.5,1.4041600230000002,13,high,other,9.960000037999999
688,689,female,other,59.63000107,no,no,yes,no,11.89999962,2.5,1.4041600230000002,12,low,other,9.960000037999999
689,690,female,other,40.49000168,no,no,yes,no,11.89999962,2.5,1.4041600230000002,12,low,other,9.960000037999999
690,691,female,other,57.97999954,no,no,yes,no,11.89999962,2.5,1.4041600230000002,12,high,other,9.960000037999999
691,692,female,other,44.11000061,no,no,yes,no,11.89999962,2.5,1.4041600230000002,12,low,other,9.960000037999999
692,693,female,other,47.43999863,no,no,no,no,11.89999962,2.5,1.4041600230000002,12,low,other,9.960000037999999
693,694,male,afam,54.93999863,no,no,yes,no,11.89999962,2.5,1.4041600230000002,12,low,other,9.960000037999999
694,695,male,afam,45.34000015,no,no,yes,yes,7.6999998089999995,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
695,696,female,afam,36.18999863,no,no,no,yes,7.6999998089999995,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
696,697,male,afam,55.84999847,no,no,no,yes,7.6999998089999995,0.10000000099999999,1.4041600230000002,13,low,other,9.960000037999999
697,698,female,afam,43.15999985,no,no,yes,yes,7.6999998089999995,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
698,699,female,afam,34.20000076,no,yes,yes,yes,7.6999998089999995,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
699,700,female,other,39.15000153,yes,yes,no,no,6.599999905,1.0,1.4041600230000002,12,low,other,9.960000037999999
700,701,female,other,47.43999863,no,no,yes,no,6.599999905,1.0,1.4041600230000002,15,high,other,9.960000037999999
701,702,female,other,56.52000046,yes,yes,yes,no,6.599999905,1.0,1.4041600230000002,15,high,other,9.960000037999999
702,703,male,afam,45.93999863,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,14,low,other,9.960000037999999
703,704,female,other,55.47999954,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,17,low,other,9.960000037999999
704,705,female,afam,41.68000031,yes,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,17,high,other,9.960000037999999
705,706,male,afam,49.50999832,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,12,low,other,9.960000037999999
706,707,female,other,57.56999969,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,12,low,other,9.960000037999999
707,708,female,hispanic,59.54999924,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,17,low,other,9.960000037999999
708,709,female,afam,49.47000122,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,12,high,other,9.960000037999999
709,710,male,other,60.24000168,no,no,yes,yes,7.6999998089999995,0.5,1.4041600230000002,16,low,other,9.960000037999999
710,711,male,other,62.63000107,no,no,yes,yes,6.599999905,0.300000012,1.4041600230000002,15,low,other,9.960000037999999
711,712,female,other,51.63000107,yes,no,yes,yes,6.599999905,0.300000012,1.4041600230000002,15,low,other,9.960000037999999
712,713,female,afam,36.02000046,no,no,no,yes,6.599999905,0.300000012,1.4041600230000002,13,low,other,9.960000037999999
713,714,male,other,67.51999664,no,no,yes,no,11.30000019,5.0,1.4041600230000002,15,low,other,9.960000037999999
714,715,male,other,54.11999893,no,no,yes,no,11.30000019,5.0,1.4041600230000002,12,low,other,9.960000037999999
715,716,male,other,55.52999878,no,no,yes,no,11.30000019,5.0,1.4041600230000002,16,low,other,9.960000037999999
716,717,female,other,54.91999817,no,yes,yes,no,11.30000019,5.0,1.4041600230000002,15,high,other,9.960000037999999
717,718,female,other,48.54000092,no,no,yes,no,11.30000019,5.0,1.4041600230000002,12,low,other,9.960000037999999
718,719,female,other,58.34000015,no,no,yes,no,11.30000019,5.0,1.4041600230000002,17,low,other,9.960000037999999
719,720,female,other,49.88999939,no,no,yes,no,11.30000019,5.0,1.4041600230000002,12,low,other,9.960000037999999
720,721,female,other,48.83000183,no,no,yes,no,11.30000019,5.0,1.4041600230000002,12,low,other,9.960000037999999
721,722,male,other,42.65000153,no,no,no,no,8.100000381000001,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
722,723,female,other,60.49000168,no,no,no,no,8.100000381000001,0.10000000099999999,1.4041600230000002,14,low,other,9.960000037999999
723,724,male,other,46.65999985,no,no,yes,no,8.100000381000001,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
724,725,male,other,55.47000122,no,no,yes,no,8.100000381000001,0.10000000099999999,1.4041600230000002,13,high,other,9.960000037999999
725,726,male,hispanic,38.43000031,yes,yes,yes,no,8.100000381000001,0.10000000099999999,1.4041600230000002,12,high,other,9.960000037999999
726,727,female,other,62.86999893,no,no,yes,no,8.100000381000001,0.10000000099999999,1.4041600230000002,15,low,other,9.960000037999999
727,728,female,other,40.77000046,no,no,yes,no,8.100000381000001,0.10000000099999999,1.4041600230000002,12,low,other,9.960000037999999
728,729,female,other,64.66999817,no,no,yes,no,8.100000381000001,0.10000000099999999,1.4041600230000002,15,low,other,9.960000037999999
729,730,female,other,51.56000137,no,no,no,no,3.400000095,7.0,0.818710029,17,high,other,7.5399999620000004
730,731,female,other,61.75999832,yes,no,yes,no,3.400000095,7.0,0.818710029,16,high,other,7.5399999620000004
